nome_da_uc;nota_pessoal_mean;nota_pessoal_std;nota_equipamento_mean;nota_equipamento_std;nota_capacidade_mean;nota_capacidade_std;nota_recurso_mean;nota_recurso_std;nota_apoio_mean;nota_apoio_std;cnuc;bioma;calculo_efetividade_mean;calculo_efetividade_std
FLORESTA NACIONAL DE ITAITUBA I;0.71875;0.16021748611541392;0.90625;0.12938729237669142;0.84375;0.18600595228571123;0.90625;0.1293872923766914;0.40625;0.22903134532822608;0000.00.0095;AMAZONIA;0.50263470425;0.043837058731681755
FLORESTA NACIONAL DE ITAITUBA II;0.78125;0.16021748611541392;0.96875;0.08838834764831845;0.875;0.13363062095621217;0.90625;0.1293872923766914;0.34375;0.2651650429449553;0000.00.0096;AMAZONIA;0.5413847066666667;0.024885137277228703
FLORESTA NACIONAL DE JACUNDA;0.65;0.2850438562747845;0.75;0.25;0.85;0.13693063937629152;0.9;0.13693063937629155;0.25;0.25;0000.00.0097;AMAZONIA;0.5987592976666667;0.08098678610446278
FLORESTA NACIONAL DE JATUARANA;0.5;0.22821773229381923;0.6923076923076923;0.20801257358446096;0.8461538461538461;0.1919869119470761;0.5576923076923077;0.25318484177091666;0.4423076923076923;0.20801257358446093;0000.00.0119;AMAZONIA;0.5583605165000001;0.014434718815634538
FLORESTA NACIONAL DE LORENA;0.5;0.26352313834736496;0.325;0.2898754521821014;0.7;0.22973414586817037;0.25;0.2886751345948129;0.275;0.27512623365365296;0000.00.0098;MATA ATLANTICA;0.5216349883333334;0.08922616424241138
FLORESTA NACIONAL DE MACAUA;0.40625;0.2969337347913552;0.5;0.1336306209562122;0.75;0.13363062095621225;0.6875;0.11572751247156893;0.5;0.0;0000.00.0120;AMAZONIA;0.6622551744999999;0.014014104246639136
FLORESTA NACIONAL DE MAPIA-INAUINI;0.8125;0.125;0.75;0.2041241452319315;0.75;0.0;0.75;0.0;0.375;0.14433756729740643;0000.00.0126;AMAZONIA;0.547825848;
FLORESTA NACIONAL DE MARIO XAVIER;0.6125;0.23612831034708315;0.375;0.29801978033963483;0.6875;0.15966659341462627;0.1875;0.36160279167529724;0.1875;0.24163641673956524;0000.00.0127;MATA ATLANTICA;0.5498116350000001;0.02441849385560656
FLORESTA NACIONAL DE MULATA;0.3125;0.19364916731037085;0.71875;0.2212653007891959;0.8125;0.14433756729740646;0.796875;0.3057606634826222;0.3125;0.1707825127659933;0000.00.0099;AMAZONIA;0.582968269;0.03509699596768292
FLORESTA NACIONAL DE NEGREIROS;0.9285714285714286;0.12198750911856665;0.7857142857142857;0.17251638983558856;0.8571428571428571;0.1336306209562122;0.9285714285714286;0.12198750911856665;0.35714285714285715;0.2834733547569204;0000.00.1605;CAATINGA;0.6377572573333333;0.03433631129483984
FLORESTA NACIONAL DE NISIA FLORESTA;0.9166666666666666;0.12499999999999999;0.8611111111111112;0.13176156917368245;0.9166666666666666;0.12499999999999999;0.8611111111111112;0.13176156917368245;0.19444444444444445;0.27322660517925;0000.00.0100;MATA ATLANTICA;0.64137197675;0.03590651045427098
FLORESTA NACIONAL DE PACOTUBA;0.5875;0.2333255011216824;0.775;0.22797737653224787;0.75;0.16222142113076254;0.6;0.2969139517382807;0.375;0.26282874151892344;0000.00.0101;MATA ATLANTICA;0.6302853496666666;0.02047491044407501
FLORESTA NACIONAL DE PALMARES;0.453125;0.2617051457907034;0.75;0.0;0.765625;0.14343262065048756;0.3125;0.1707825127659933;0.375;0.18257418583505536;0000.00.0102;CERRADO;0.6568723947499999;0.06827809231534979
FLORESTA NACIONAL DE PARAOPEBA;0.53125;0.15478479684172258;0.640625;0.128086884574495;0.59375;0.15478479684172256;0.40625;0.23935677693908453;0.4375;0.2327373340628157;0000.00.0103;CERRADO;0.5837809323333333;0.017889789918230474
FLORESTA NACIONAL DE PASSA QUATRO;0.4305555555555556;0.3409066151623314;0.5416666666666666;0.3121321364233989;0.7638888888888888;0.21815102402016304;0.4027777777777778;0.32243203671572956;0.5416666666666666;0.1767766952966369;0000.00.0129;MATA ATLANTICA;0.550571273;0.07080843835633227
FLORESTA NACIONAL DE PASSO FUNDO;0.8571428571428571;0.19669894811736077;0.7142857142857143;0.17251638983558854;0.8928571428571429;0.1336306209562122;0.4642857142857143;0.22493385271060937;0.25;0.3227486121839514;0000.00.0130;MATA ATLANTICA;0.5581156883333334;0.06993495820184342
FLORESTA NACIONAL DE PAU-ROSA;0.5681818181818182;0.2522624895547565;0.9318181818181818;0.11677484162422844;0.7727272727272727;0.2078023536484084;0.9545454545454546;0.10112997936948633;0.25;0.19364916731037085;0000.00.0104;AMAZONIA;0.5234292060000001;0.031672195680160775
FLORESTA NACIONAL DE PIRAI DO SUL;0.5138888888888888;0.32621066612361166;0.9027777777777778;0.19438607900880733;0.9166666666666666;0.14852213144650117;0.75;0.4287464628562721;0.375;0.2876118708177639;0000.00.0131;MATA ATLANTICA;0.6256722920000001;0.05086346134331492
FLORESTA NACIONAL DE PURUS;0.25;0.0;0.6;0.22360679774997896;0.7;0.11180339887498948;0.65;0.22360679774997896;0.45;0.11180339887498948;0000.00.0121;AMAZONIA;0.5806866306666666;0.10498765035859721
FLORESTA NACIONAL DE RIO PRETO;0.4444444444444444;0.27322660517925;0.5277777777777778;0.2916666666666667;0.8055555555555556;0.3004626062886658;0.6388888888888888;0.377307714089059;0.3888888888888889;0.25344843876242584;0000.00.0122;MATA ATLANTICA;0.524549037;0.04837508020894136
FLORESTA NACIONAL DE RITAPOLIS;0.6617647058823529;0.29236610811869185;0.8823529411764706;0.19995403883657567;0.9411764705882353;0.14057392863459678;0.7352941176470589;0.34765495910203165;0.20588235294117646;0.20223930205110394;0000.00.0105;MATA ATLANTICA;0.6608328563333333;0.010730578312306017
FLORESTA NACIONAL DE RORAIMA;0.425;0.1687371394276382;0.775;0.07905694150420951;0.775;0.07905694150420951;0.425;0.26483747636784505;0.45;0.15811388300841897;0000.00.0106;AMAZONIA;0.5066486655;0.02827439278396771
FLORESTA NACIONAL DE SANTA ROSA DO PURUS;0.2777777777777778;0.19543398999264291;0.2222222222222222;0.31732387941099616;0.5555555555555556;0.3254270698294439;0.1388888888888889;0.2825970826302195;0.05555555555555555;0.16666666666666669;0000.00.0107;AMAZONIA;0.333402111;0.09072898847377159
FLORESTA NACIONAL DE SAO FRANCISCO;0.28125;0.08838834764831845;0.5625;0.11572751247156891;0.65625;0.12938729237669142;0.75;0.0;0.5;0.13363062095621223;0000.00.0108;AMAZONIA;0.66032883475;0.02570825058094718
FLORESTA NACIONAL DE SAO FRANCISCO DE PAULA;0.325;0.2702338168872906;0.5375;0.34674235847080287;0.7625;0.31907555614041605;0.5625;0.3616027916752972;0.3125;0.2795084971874737;0000.00.0133;MATA ATLANTICA;0.43934140699999996;0.09313373520055494
FLORESTA NACIONAL DE SARACA-TAQUERA;0.6375;0.20639448687047415;0.7625;0.09850861570655152;0.7375;0.055901699437494734;0.7625;0.18978866362906205;0.4;0.23508117299081363;0000.00.0109;AMAZONIA;0.4331887013333333;0.1506586637349737
FLORESTA NACIONAL DE SILVANIA;0.5535714285714286;0.14473355588045986;0.6964285714285714;0.10645382840658003;0.6964285714285714;0.10645382840658003;0.7321428571428571;0.11865778663733084;0.44642857142857145;0.14473355588045986;0000.00.0110;CERRADO;0.5526905099999999;0.03292837415052604
FLORESTA NACIONAL DE SOBRAL;0.375;0.14433756729740643;0.5;0.0;0.5625;0.3145764348029479;0.1875;0.375;0.5625;0.375;0000.00.0111;CAATINGA;0.542629358;0.07089163643454174
FLORESTA NACIONAL DE TAPAJOS;0.625;0.2067925479671278;0.6375;0.1276044463835101;0.675;0.14281014264436986;0.6;0.2051956704170308;0.475;0.17954621161490195;0000.00.0123;AMAZONIA;0.553073915;0.10670437299584287
FLORESTA NACIONAL DE TAPIRAPE-AQUIRI;0.7;0.10259783520851541;0.7375;0.09850861570655155;0.825;0.1175405864954068;0.7375;0.055901699437494734;0.5125;0.09850861570655155;0000.00.0124;AMAZONIA;0.6545885836666666;0.012487322640522474
FLORESTA NACIONAL DE TEFE;0.38636363636363635;0.2589313703386566;0.7045454545454546;0.2919371040605711;0.7727272727272727;0.23596995186213474;0.4772727272727273;0.20780235364840838;0.4318181818181818;0.1965613482767241;0000.00.0112;AMAZONIA;0.49910203975;0.023253767714674623
FLORESTA NACIONAL DE TRES BARRAS;0.675;0.2935714743061999;0.775;0.3130915453816562;0.8;0.20837718836662272;0.75;0.3141404312187716;0.25;0.303488489333442;0000.00.0134;MATA ATLANTICA;0.475879881;0.04167176944794673
FLORESTA NACIONAL DE URUPADI;0.2857142857142857;0.0944911182523068;0.5714285714285714;0.3450327796711771;0.9642857142857143;0.09449111825230681;0.5357142857142857;0.17251638983558854;0.21428571428571427;0.36596252735569995;0000.00.3408;AMAZONIA;0.37734676;0.08224840231953197
FLORESTA NACIONAL DO AMANA;0.6071428571428571;0.19669894811736077;0.8928571428571429;0.13363062095621217;0.9285714285714286;0.12198750911856666;0.7142857142857143;0.36596252735569995;0.5;0.14433756729740643;0000.00.0271;AMAZONIA;0.5171320859999999;0.06804343262795298
FLORESTA NACIONAL DO AMAZONAS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0000.00.0114;AMAZONIA;0.330545769;0.0764155413322855
FLORESTA NACIONAL DO ARARIPE-APODI;0.6666666666666666;0.2219063411496486;0.7708333333333334;0.16713948085538038;0.8541666666666666;0.16713948085538036;0.7083333333333334;0.3667011003115439;0.5;0.26111648393354675;0000.00.0115;CAATINGA;0.6164581867500001;0.08067304292717985
FLORESTA NACIONAL DO ARIPUANA;0.28125;0.08838834764831845;0.53125;0.3881618771300742;0.8125;0.3471825374147068;0.375;0.1336306209562122;0.3125;0.37201190457142247;0000.00.3409;AMAZONIA;0.36327184;0.07420352785957873
FLORESTA NACIONAL DO CREPORI;0.6944444444444444;0.11023963796102461;0.9444444444444444;0.1102396379610246;0.8333333333333334;0.12499999999999997;0.9722222222222222;0.08333333333333334;0.3333333333333333;0.30618621784789724;0000.00.0270;AMAZONIA;0.54756225225;0.016228193026085115
FLORESTA NACIONAL DO IBURA;0.45;0.19364916731037085;0.4166666666666667;0.18093671611393647;0.6;0.20701966780270628;0.2833333333333333;0.12909944487358055;0.4;0.22756474745819985;0000.00.0269;MATA ATLANTICA;0.45950865249999995;0.03186583650883978
FLORESTA NACIONAL DO IQUIRI;0.39285714285714285;0.31810450514017585;0.6785714285714286;0.12198750911856664;0.5;0.35355339059327373;0.17857142857142858;0.23779743280283547;0.17857142857142858;0.1889822365046136;0000.00.1612;AMAZONIA;0.465900646;0.024255836385185872
FLORESTA NACIONAL DO JAMANXIM;0.65625;0.18600595228571123;0.9375;0.11572751247156893;0.84375;0.1293872923766914;0.90625;0.18600595228571123;0.40625;0.22903134532822605;0000.00.0266;AMAZONIA;0.47490992875;0.05508102447736827
FLORESTA NACIONAL DO JAMARI;0.3125;0.1707825127659933;0.296875;0.1875;0.875;0.2041241452319315;0.375;0.223606797749979;0.375;0.28867513459481287;0000.00.0118;AMAZONIA;0.5003384133333333;0.06675738815173488
FLORESTA NACIONAL DO TRAIRAO;0.625;0.2622022120425379;0.875;0.13693063937629152;0.8333333333333334;0.12909944487358058;0.8333333333333334;0.2041241452319315;0.4166666666666667;0.25819888974716115;0000.00.0265;AMAZONIA;0.53911467625;0.031124292660453714
MONUMENTO NATURAL CACHOEIRA DO FERRO DOIDO;0.4166666666666667;0.12909944487358058;0.4166666666666667;0.30276503540974914;0.5833333333333334;0.12909944487358055;0.75;0.15811388300841897;0.2916666666666667;0.10206207261596575;0000.29.0295;CAATINGA;0.38565124549999996;0.03450175157288409
MONUMENTO NATURAL DAS ARVORES FOSSILIZADAS DO ESTADO DO TOCANTINS;0.7954545454545454;0.1876892983823871;0.8181818181818182;0.1616674476707158;0.8409090909090909;0.16854996561581054;0.6818181818181818;0.19656134827672414;0.18181818181818182;0.2522624895547565;0000.17.1489;CERRADO;0.6266486035;0.017084495328595826
MONUMENTO NATURAL DAS FALESIAS DE BEBERIBE;0.7884615384615384;0.13867504905630726;0.75;0.10206207261596575;0.9615384615384616;0.09388345202485135;0.6730769230769231;0.12009611535381531;0.4423076923076923;0.10963225241337864;0000.23.0961;CAATINGA;0.733348498;0.030693245458035333
MONUMENTO NATURAL DAS ILHAS CAGARRAS;0.925;0.14281014264436986;0.9625;0.09158688713313082;0.9125;0.14678573715309998;1.0;0.0;0.325;0.24468024246479644;0000.00.0034;MATA ATLANTICA;0.61145677975;0.05885965015242364
MONUMENTO NATURAL DAS ILHAS DE TRINDADE, MARTIM VAZ E DO MONTE COLUMBIA;0.85;0.26157418189029846;0.975;0.11180339887498947;0.9875;0.05590169943749474;1.0;0.0;0.1125;0.15120132970732486;0000.00.3642;MARINHO;0.5855805043333333;0.02524715879674488
MONUMENTO NATURAL DO ARQUIPELAGO DE SAO PEDRO E SAO PAULO;0.9125;0.16770509831248423;0.95;0.17396309348461483;0.95;0.10259783520851543;0.9875;0.05590169943749476;0.1875;0.1965993789142623;0000.00.3644;MARINHO;0.588287788;0.03144189181398412
MONUMENTO NATURAL DO CONJUNTO ESPELEOLOGICO DO MORRO DA PEDREIRA;0.25;;0.25;;0.25;;0.25;;0.75;;0000.53.1904;CERRADO;0.233788598;
MONUMENTO NATURAL DO RIO SAO FRANCISCO;0.8088235294117647;0.1660527910387678;0.6911764705882353;0.10930932902440077;0.7941176470588235;0.13214853496773107;0.6323529411764706;0.17935751349485982;0.4411764705882353;0.18811174713920634;0000.00.1812;CAATINGA;0.47588853;0.0802343454643706
MONUMENTO NATURAL DOS CANIONS DO SUBAE;0.9125;0.20318192522181225;0.9625;0.16770509831248423;0.9625;0.09158688713313082;1.0;0.0;0.1875;0.2416364167395652;0000.29.1014;MATA ATLANTICA;0.34488246266666667;0.11156211738400257
MONUMENTO NATURAL DOS PONTOES CAPIXABAS;0.6071428571428571;0.2834733547569204;0.9642857142857143;0.09449111825230683;0.75;0.28867513459481287;0.75;0.25;0.35714285714285715;0.1966989481173608;0000.00.0181;MATA ATLANTICA;0.49253658850000004;0.03730625460168637
MONUMENTO NATURAL ESTADUAL PETER LUND;1.0;0.0;1.0;0.0;0.9833333333333333;0.06454972243679027;0.4666666666666667;0.5163977794943222;0.06666666666666667;0.19970215917949508;0000.31.0897;CERRADO;0.70627397;
MONUMENTO NATURAL ESTADUAL SERRA DA MOEDA;0.2236842105263158;0.11470786693528087;0.34210526315789475;0.123898656945838;0.5921052631578947;0.23878346647045967;0.013157894736842105;0.057353933467640436;0.2894736842105263;0.22458538797354577;0000.31.2610;MATA ATLANTICA;0.38152137;
MONUMENTO NATURAL MONOLITOS DE QUIXADA;0.5;0.25;0.5357142857142857;0.33629635456727464;0.39285714285714285;0.1966989481173608;0.25;0.3535533905932738;0.39285714285714285;0.1966989481173608;0000.23.0960;CAATINGA;0.5330224514999999;0.013906495824434347
MONUMENTO NATURAL PEDRA DO CACHORRO;0.45;0.2091650066335189;0.55;0.32596012026013244;0.7;0.1118033988749895;0.4;0.13693063937629152;0.65;0.13693063937629152;0000.26.3313;CAATINGA;0.6004911475;0.03751804282725594
PARQUE DISTRITAL SALTO DO TORORO;0.25;;0.25;;0.25;;1.0;;0.25;;0000.53.3178;CERRADO;0.368153798;
PARQUE ESTADUAL ACARAI;0.25;0.24999999999999997;0.3611111111111111;0.3090082702956526;0.3888888888888889;0.3560001560548971;1.0;0.0;0.16666666666666666;0.21650635094610965;0000.42.0791;MATA ATLANTICA;0.56324571;
PARQUE ESTADUAL AGUAS LINDAS;0.3;0.11180339887498948;0.4;0.22360679774997896;0.4;0.22360679774997896;0.6;0.3791437722025775;0.45;0.27386127875258304;0000.52.3992;CERRADO;0.438599938;
PARQUE ESTADUAL ALTAMIRO DE MOURA PACHECO;0.3333333333333333;0.1767766952966369;0.5833333333333334;0.21650635094610965;0.75;0.21650635094610968;0.1388888888888889;0.33333333333333337;0.4722222222222222;0.15023130314433286;0000.52.0899;CERRADO;0.401235414;
PARQUE ESTADUAL BOTANICO DO CEARA;0.7794117647058824;0.19530330860725625;0.8529411764705882;0.1545867356002106;0.8823529411764706;0.12862393885688161;0.7794117647058824;0.19530330860725625;0.36764705882352944;0.17935751349485982;0000.23.1931;CAATINGA;0.660907392;0.015587638661171542
PARQUE ESTADUAL CAMINHO DOS GERAIS;0.6041666666666666;0.22508415934463;0.625;0.1685499656158105;0.6666666666666666;0.1628347368197324;0.4166666666666667;0.3256694736394648;0.4375;0.24132682479085568;0000.31.1776;CAATINGA;0.462186962;0.024599358205576346
PARQUE ESTADUAL CAMPOS ALTOS;0.3333333333333333;0.2041241452319315;0.7916666666666666;0.10206207261596575;0.7916666666666666;0.18819316317727025;0.4583333333333333;0.40052049468993056;0.4583333333333333;0.18819316317727025;0000.31.0889;CERRADO;0.5808988;
PARQUE ESTADUAL DA ILHA GRANDE;0.2857142857142857;0.0944911182523068;0.2857142857142857;0.17251638983558854;0.7857142857142857;0.09449111825230683;0.07142857142857142;0.12198750911856665;0.35714285714285715;0.2439750182371333;0000.33.1477;MATA ATLANTICA;0.511047654;
PARQUE ESTADUAL DA LAPA GRANDE;0.8125;0.2276163670000815;0.7375;0.23612831034708318;0.85;0.17013926184468015;0.7;0.3402785236893603;0.275;0.25520889276702025;0000.31.0938;CERRADO;0.574144664;
PARQUE ESTADUAL DA MATA ATLANTICA;0.4875;0.34863455455760406;0.9875;0.055901699437494734;1.0;0.0;0.5;0.4516053237297504;0.5625;0.26748093881915946;0000.52.1747;MATA ATLANTICA;0.59923446;
PARQUE ESTADUAL DA SERRA DA TIRIRICA;0.5227272727272727;0.23596995186213474;0.5;0.2958039891549808;0.6818181818181818;0.29771859806932394;0.18181818181818182;0.3551568155566828;0.38636363636363635;0.2589313703386566;0000.33.1476;MATA ATLANTICA;0.50924028;
PARQUE ESTADUAL DA SERRA DE CALDAS NOVAS;0.6625;0.27235570781415125;0.8125;0.21267407730585014;0.95;0.13078709094514923;0.35;0.41675437673324534;0.475;0.3234273692158639;0000.52.1738;CERRADO;0.60746212;
PARQUE ESTADUAL DA SERRA DO CONDURU;0.475;0.18446619684315546;0.525;0.2486072315029383;0.7;0.15811388300841897;0.35;0.24152294576982394;0.325;0.1687371394276382;0000.29.0325;MATA ATLANTICA;0.418396272;0.005867190789757989
PARQUE ESTADUAL DA SERRA DO TABULEIRO;0.625;0.35817519970568945;0.8125;0.34292664552426705;0.7875;0.35610280892786533;0.8625;0.286482754142466;0.3625;0.30859401024306143;0000.42.0786;MATA ATLANTICA;0.621550128;
PARQUE ESTADUAL DA SERRA DOS MONTES ALTOS;0.425;0.12076147288491197;0.6;0.12909944487358058;0.65;0.17480147469502524;0.5;0.23570226039551584;0.25;0.16666666666666666;0000.29.2026;CAATINGA;0.47240698299999995;0.03317270299216937
PARQUE ESTADUAL DA SERRA DOURADA;0.25;0.0;0.3;0.4107919181288746;1.0;0.0;0.6;0.5477225575051661;0.25;0.30618621784789724;0000.52.1745;CERRADO;0.510073181;
PARQUE ESTADUAL DA SERRA FURADA;0.8;0.1739630934846149;0.925;0.11754058649540682;0.9375;0.1375299010550452;0.9125;0.18628995509264865;0.425;0.2702338168872906;0000.42.0780;MATA ATLANTICA;0.653675613;
PARQUE ESTADUAL DAS CARNAUBAS;0.3611111111111111;0.1539246908637998;0.5138888888888888;0.2639103878411335;0.6111111111111112;0.17619804662364147;0.375;0.3121321364233988;0.06944444444444445;0.1436282874900354;0000.23.1933;CAATINGA;0.4962616365;0.002075588212486375
PARQUE ESTADUAL DAS NASCENTES DO RIO TAQUARI;0.625;0.27003086243366087;0.725;0.21889875894272828;0.85;0.12909944487358052;0.625;0.4124789556921527;0.375;0.17677669529663687;0000.50.0421;CERRADO;0.5761591614999999;0.016410365179256647
PARQUE ESTADUAL DAS SETE PASSAGENS;0.975;0.07694837640638655;0.8875;0.17158318528831493;0.9625;0.0915868871331308;0.825;0.1428101426443698;0.325;0.31518582655817173;0000.29.0297;CAATINGA;0.7445327005;0.0002863096570227459
PARQUE ESTADUAL DAS VARZEAS DO RIO IVINHEMA;0.7142857142857143;0.2672612419124244;0.7857142857142857;0.17251638983558856;0.8571428571428571;0.13363062095621217;0.5;0.4787135538781691;0.10714285714285714;0.1966989481173608;0000.50.0420;MATA ATLANTICA;0.5715917415;0.00834206043124311
PARQUE ESTADUAL DE DOIS IRMAOS;0.40384615384615385;0.217429623155726;0.6153846153846154;0.26250763114670855;0.5961538461538461;0.24019223070763068;0.5769230769230769;0.257888367819121;0.34615384615384615;0.2609769613566959;0000.26.0966;MATA ATLANTICA;0.509325276;0.003272608977270573
PARQUE ESTADUAL DE ITAPEVA;0.4166666666666667;0.2581988897471611;0.4166666666666667;0.30276503540974914;0.6666666666666666;0.30276503540974914;0.25;0.15811388300841897;0.625;0.13693063937629155;0000.43.1863;MATA ATLANTICA;0.666658327;
PARQUE ESTADUAL DE MIRADOR;0.5357142857142857;0.09449111825230683;0.6785714285714286;0.12198750911856664;0.8214285714285714;0.12198750911856665;0.42857142857142855;0.31339158526400435;0.14285714285714285;0.1336306209562122;0000.21.1963;CERRADO;0.355415914;0.06250705151749843
PARQUE ESTADUAL DO ARAGUAIA;0.3611111111111111;0.2825970826302195;0.3055555555555556;0.27322660517925;0.5;0.33071891388307384;0.3055555555555556;0.27322660517925;0.5555555555555556;0.3254270698294439;0000.52.1744;CERRADO;0.333463394;
PARQUE ESTADUAL DO CANTAO;0.765625;0.24947862299871174;0.96875;0.08539125638299665;0.921875;0.1505199322349037;0.96875;0.08539125638299665;0.484375;0.295363476640788;0000.17.1487;CERRADO;0.573830165;0.02119159000972261
PARQUE ESTADUAL DO COCO;0.9;0.17013926184468017;0.875;0.25000000000000006;0.925;0.11754058649540679;0.85;0.31830141293070663;0.2;0.26407734114320214;0000.23.0963;CAATINGA;0.545661974;0.028326092370928393
PARQUE ESTADUAL DO ESPINILHO;0.2777777777777778;0.31732387941099616;0.4166666666666667;0.2795084971874737;0.75;0.30618621784789724;0.7777777777777778;0.31732387941099616;0.3611111111111111;0.3090082702956526;0000.43.1020;PAMPA;0.5180006185;0.04529373123286537
PARQUE ESTADUAL DO IBITIRIA;0.25;;0.5;;0.25;;0.0;;0.5;;0000.43.2001;MATA ATLANTICA;0.328360882;
PARQUE ESTADUAL DO JALAPAO;0.75;0.18898223650461363;0.9;0.15811388300841897;0.95;0.10350983390135314;0.95;0.140152977645347;0.36666666666666664;0.28136571693556883;0000.17.1486;CERRADO;0.4685371525;0.05677421369462006
PARQUE ESTADUAL DO LAJEADO;0.7875;0.2723557078141513;0.9125;0.1223401212323982;0.8125;0.19659937891426232;0.9;0.18848425873126298;0.2375;0.20639448687047413;0000.17.1488;CERRADO;0.566433902;0.031480439153259154
PARQUE ESTADUAL DO MORRO DO CHAPEU;0.6071428571428571;0.1336306209562122;0.6785714285714286;0.18898223650461363;0.75;0.0;0.6785714285714286;0.1889822365046136;0.5;0.14433756729740643;0000.29.0296;CAATINGA;0.41267006266666667;0.039795065204915187
PARQUE ESTADUAL DO PAPAGAIO-CHARAO;0.25;;0.5;;0.5;;0.5;;0.5;;0000.43.2002;MATA ATLANTICA;0.336900794;
PARQUE ESTADUAL DO PAU FURADO;0.26666666666666666;0.1759328876372492;0.55;0.4031128874149275;0.65;0.280305955290694;0.5;0.4008918628686366;0.16666666666666666;0.2249338527106093;0000.31.1770;CERRADO;0.419630175;
PARQUE ESTADUAL DO PROSA;0.525;0.3708099243547831;0.625;0.4095890109545626;0.525;0.3234273692158639;0.9;0.12565617248750857;0.25;0.22941573387056177;0000.50.0419;CERRADO;0.56920098;0.015200708416292643
PARQUE ESTADUAL DO RIO DOCE;0.5576923076923077;0.3701610875946184;0.6730769230769231;0.32889675724013595;0.6346153846153846;0.3625055260409921;0.4423076923076923;0.4466757557437282;0.3269230769230769;0.2955329822367439;0000.31.0394;MATA ATLANTICA;0.47437389999999996;0.0954026959312962
PARQUE ESTADUAL DO TURVO;0.42857142857142855;0.1889822365046136;0.5;0.28867513459481287;1.0;0.0;0.21428571428571427;0.09449111825230681;0.35714285714285715;0.34931906550288594;0000.43.1018;MATA ATLANTICA;0.498360839;
PARQUE ESTADUAL DOS PIRINEUS;0.36764705882352944;0.30768346989570106;0.5294117647058824;0.38408121843295223;0.7352941176470589;0.33623127544628456;0.0;0.0;0.5588235294117647;0.30012252399939043;0000.52.1739;CERRADO;0.476720143;
PARQUE ESTADUAL FRITZ PLAUMANN;0.8125;0.125;0.75;0.0;0.75;0.0;0.6875;0.12499999999999999;0.4375;0.125;0000.42.0789;MATA ATLANTICA;0.600283962;
PARQUE ESTADUAL LAGOA DO CAJUEIRO;0.875;0.25;0.8125;0.23935677693908453;0.8125;0.125;0.4375;0.5153882032022075;0.25;0.2041241452319315;0000.31.0390;CAATINGA;0.694473753;
PARQUE ESTADUAL MARINHO BANCO DO ALVARO;0.5;0.0;0.5625;0.125;0.75;0.0;0.25;0.28867513459481287;0.25;0.3535533905932738;0000.21.3544;MARINHO;0.443480206;0.034722235245432706
PARQUE ESTADUAL MARINHO BANCO DO TAROL;0.5;0.0;0.5625;0.125;0.75;0.0;0.375;0.25;0.25;0.3535533905932738;0000.21.3543;MARINHO;0.42626843550000004;0.01421676155209706
PARQUE ESTADUAL MARINHO DA PEDRA DA RISCA DO MEIO;0.65;0.26874192494328497;0.8;0.15811388300841897;0.825;0.23717082451262844;0.75;0.31180478223116176;0.275;0.2993047499344662;0000.23.0947;MARINHO;0.5403220826666667;0.042568696875363424
PARQUE ESTADUAL MARINHO DO PARCEL DE MANUEL LUIS;0.45;0.22973414586817037;0.6;0.24152294576982397;0.825;0.16873713942763824;0.475;0.38097098168874866;0.275;0.21889875894272828;0000.21.1886;MARINHO;0.4017002676666667;0.009340916404133072
PARQUE ESTADUAL MATA DA PIMENTEIRA;0.22727272727272727;0.17516226243634267;0.3181818181818182;0.37233904393222533;0.38636363636363635;0.23354968324845687;0.11363636363636363;0.30338993810845893;0.4090909090909091;0.39167472590032015;0000.26.3268;CAATINGA;0.3535969015;0.010497839502463534
PARQUE ESTADUAL MATA DE DUAS LAGOAS;0.4375;0.125;0.5625;0.125;0.75;0.0;0.5625;0.125;0.3125;0.375;0000.26.3308;MATA ATLANTICA;0.3817470335;0.027450711853488973
PARQUE ESTADUAL MATA DO ZUMBI;0.375;0.13693063937629152;0.2916666666666667;0.18819316317727025;0.7083333333333334;0.24579802006254378;0.375;0.13693063937629155;0.5;0.22360679774997896;0000.26.3283;MATA ATLANTICA;0.4019560345;0.000418303865653277
PARQUE ESTADUAL MATAS DO SEGREDO;0.7;0.1538967528127731;0.8875;0.12760444638351012;0.75;0.11470786693528087;0.9125;0.12234012123239821;0.3875;0.20639448687047413;0000.50.0422;CERRADO;0.5971091820000001;0.0365534565467292
PARQUE ESTADUAL PONTA DA TULHA;0.4166666666666667;0.25819888974716115;0.20833333333333334;0.29226129861250305;0.625;0.2091650066335189;0.25;0.31622776601683794;0.3333333333333333;0.12909944487358055;0000.29.3248;MATA ATLANTICA;0.29982001366666666;0.08486764815842184
PARQUE ESTADUAL RIO CANOAS;0.8125;0.125;0.75;0.0;0.75;0.0;0.6875;0.125;0.4375;0.125;0000.42.0787;MATA ATLANTICA;0.733845276;
PARQUE ESTADUAL SERRA DO AREAL;0.32142857142857145;0.12198750911856665;0.5;0.3535533905932738;0.6428571428571429;0.1966989481173608;0.6785714285714286;0.12198750911856664;0.4642857142857143;0.30374644814697793;0000.26.3315;CAATINGA;0.2778824795;0.04654981591997525
PARQUE ESTADUAL SERRA DO ROLA MOCA;0.6125;0.22176030208075423;0.875;0.25;0.875;0.151744244666721;0.3375;0.4313000543033878;0.2125;0.20318192522181225;0000.31.0398;MATA ATLANTICA;0.483856897;
